"pacto2","Número Distrito...7","Comuna","n_candidatos","votos","totalvotos","votos_w","pactoid","p_candidatos","votos_w2","total_w","indice_electoral"
"Apruebo Dignidad",17,"PENCAHUE",8,992,1071654,0.91826653005541,"Apruebo Dignidad17",0.0467836257309941,0.042959837663411,644.539603425724,6.66519752007165e-05
"Apruebo Dignidad",17,"RAUCO",8,597,1071654,0.332578425499275,"Apruebo Dignidad17",0.0467836257309941,0.0155592245847614,644.539603425724,2.41400598226458e-05
"Apruebo Dignidad",17,"RIO CLARO",8,1072,1071654,1.07234611171143,"Apruebo Dignidad17",0.0467836257309941,0.0501682391443943,644.539603425724,7.78357743694111e-05
"Apruebo Dignidad",17,"ROMERAL",8,742,1071654,0.51375163998828,"Apruebo Dignidad17",0.0467836257309941,0.0240351644438961,644.539603425724,3.72904385023812e-05
"Apruebo Dignidad",17,"SAGRADA FAMILIA",8,1300,1071654,1.57700153221096,"Apruebo Dignidad17",0.0467836257309941,0.0737778494601617,644.539603425724,0.000114465967751295
"Apruebo Dignidad",17,"SAN CLEMENTE",8,2796,1071654,7.29490675161946,"Apruebo Dignidad17",0.0467836257309941,0.341282187210267,644.539603425724,0.000529497621862729
"Apruebo Dignidad",17,"SAN RAFAEL",8,791,1071654,0.583846092115552,"Apruebo Dignidad17",0.0467836257309941,0.0273144370580375,644.539603425724,4.23782137092298e-05
"Apruebo Dignidad",17,"TALCA",8,17266,1071654,278.181909459583,"Apruebo Dignidad17",0.0467836257309941,13.0143583372904,644.539603425724,0.0201917124535392
"Apruebo Dignidad",17,"TENO",8,1577,1071654,2.32064546952655,"Apruebo Dignidad17",0.0467836257309941,0.108568209100657,644.539603425724,0.000168443038292167
"Apruebo Dignidad",17,"VICHUQUEN",8,348,1071654,0.113006623406435,"Apruebo Dignidad17",0.0467836257309941,0.00528685957457007,644.539603425724,8.20253642517922e-06
"Apruebo Dignidad",18,"CAUQUENES",5,3662,1071654,12.5135948729721,"Apruebo Dignidad18",0.0292397660818713,0.365894586929008,644.539603425724,0.000567683638032916
"Apruebo Dignidad",18,"CHANCO",5,428,1071654,0.170935768447652,"Apruebo Dignidad18",0.0292397660818713,0.00499812188443427,644.539603425724,7.75456133008629e-06
"Apruebo Dignidad",18,"COLBUN",5,1123,1071654,1.17680613332288,"Apruebo Dignidad18",0.0292397660818713,0.0344095360620726,644.539603425724,5.33862246465324e-05
"Apruebo Dignidad",18,"LINARES",5,4224,1071654,16.6491946094542,"Apruebo Dignidad18",0.0292397660818713,0.486818555831993,644.539603425724,0.000755296576416027
"Apruebo Dignidad",18,"LONGAVI",5,1255,1071654,1.46971410548554,"Apruebo Dignidad18",0.0292397660818713,0.042974096651624,644.539603425724,6.6674097950253e-05
"Apruebo Dignidad",18,"PARRAL",5,955,1071654,0.851044273618164,"Apruebo Dignidad18",0.0292397660818713,0.0248843354859112,644.539603425724,3.86079231650796e-05
"Apruebo Dignidad",18,"PELLUHUE",5,1254,1071654,1.46737286474926,"Apruebo Dignidad18",0.0292397660818713,0.0429056393201537,644.539603425724,6.65678867397915e-05
"Apruebo Dignidad",18,"RETIRO",5,560,1071654,0.29263176361027,"Apruebo Dignidad18",0.0292397660818713,0.00855648431608976,644.539603425724,1.32753430054757e-05
"Apruebo Dignidad",18,"SAN JAVIER",5,2147,1071654,4.30139671946356,"Apruebo Dignidad18",0.0292397660818713,0.125771833902443,644.539603425724,0.000195134376900918
"Apruebo Dignidad",18,"VILLA ALEGRE",5,992,1071654,0.91826653005541,"Apruebo Dignidad18",0.0292397660818713,0.0268498985396319,644.539603425724,4.16574845004478e-05
"Apruebo Dignidad",18,"YERBAS BUENAS",5,915,1071654,0.781245625920306,"Apruebo Dignidad18",0.0292397660818713,0.0228434393543949,644.539603425724,3.54414829329062e-05
"Apruebo Dignidad",19,"BULNES",6,837,1071654,0.653726855869525,"Apruebo Dignidad19",0.0350877192982456,0.0229377844164746,644.539603425724,3.55878588290935e-05
"Apruebo Dignidad",19,"CHILLAN",6,5129,1071654,24.5477000972329,"Apruebo Dignidad19",0.0350877192982456,0.861322810429224,644.539603425724,0.00133633807116165
"Apruebo Dignidad",19,"CHILLAN VIEJO",6,882,1071654,0.725909668605725,"Apruebo Dignidad19",0.0350877192982456,0.0254705146879202,644.539603425724,3.95173772915498e-05
"Apruebo Dignidad",19,"COBQUECURA",6,589,1071654,0.323724821630862,"Apruebo Dignidad19",0.0350877192982456,0.0113587656712583,644.539603425724,1.76230686382754e-05
"Apruebo Dignidad",19,"COELEMU",6,630,1071654,0.370362075819248,"Apruebo Dignidad19",0.0350877192982456,0.0129951605550613,644.539603425724,2.01619271895662e-05
"Apruebo Dignidad",19,"COIHUECO",6,1255,1071654,1.46971410548554,"Apruebo Dignidad19",0.0350877192982456,0.0515689159819487,644.539603425724,8.00089175403036e-05
"Apruebo Dignidad",19,"EL CARMEN",6,425,1071654,0.168547870861304,"Apruebo Dignidad19",0.0350877192982456,0.00591396038109839,644.539603425724,9.17548021822977e-06
"Apruebo Dignidad",19,"NINHUE",6,1442,1071654,1.94033148758834,"Apruebo Dignidad19",0.0350877192982456,0.0680818065820472,644.539603425724,0.000105628585458819
"Apruebo Dignidad",19,"ÑIQUEN",6,372,1071654,0.129131230789042,"Apruebo Dignidad19",0.0350877192982456,0.00453092037856288,644.539603425724,7.02970050945057e-06
"Apruebo Dignidad",19,"PEMUCO",6,368,1071654,0.12636914526517,"Apruebo Dignidad19",0.0350877192982456,0.00443400509702349,644.539603425724,6.87933693051099e-06
"Apruebo Dignidad",19,"PINTO",6,336,1071654,0.105347434899697,"Apruebo Dignidad19",0.0350877192982456,0.00369640122455078,644.539603425724,5.7349481783655e-06
"Apruebo Dignidad",19,"PORTEZUELO",6,284,1071654,0.0752630979775189,"Apruebo Dignidad19",0.0350877192982456,0.00264081045535154,644.539603425724,4.09720433207773e-06
"Apruebo Dignidad",19,"QUILLON",6,420,1071654,0.164605367030777,"Apruebo Dignidad19",0.0350877192982456,0.00577562691336059,644.539603425724,8.96085652869609e-06
"Apruebo Dignidad",19,"QUIRIHUE",6,2159,1071654,4.34961377459516,"Apruebo Dignidad19",0.0350877192982456,0.152618027178777,644.539603425724,0.000236786112703725
"Apruebo Dignidad",19,"RANQUIL",6,195,1071654,0.0354825344747465,"Apruebo Dignidad19",0.0350877192982456,0.00124500120964023,644.539603425724,1.93161320580311e-06
"Apruebo Dignidad",19,"SAN CARLOS",6,1288,1071654,1.54802202949833,"Apruebo Dignidad19",0.0350877192982456,0.0543165624385378,644.539603425724,8.42718773987597e-05
"Apruebo Dignidad",19,"SAN FABIAN",6,82,1071654,0.00627441319679673,"Apruebo Dignidad19",0.0350877192982456,0.000220154849010411,644.539603425724,3.4156915702354e-07
"Apruebo Dignidad",19,"SAN IGNACIO",6,453,1071654,0.191488110901466,"Apruebo Dignidad19",0.0350877192982456,0.00671888108426198,644.539603425724,1.04243106995306e-05
"Apruebo Dignidad",19,"SAN NICOLAS",6,527,1071654,0.259159206236341,"Apruebo Dignidad19",0.0350877192982456,0.00909330548197688,644.539603425724,1.41082183835501e-05
"Apruebo Dignidad",19,"TREHUACO",6,677,1071654,0.427683748672613,"Apruebo Dignidad19",0.0350877192982456,0.0150064473218461,644.539603425724,2.32824286391199e-05
"Apruebo Dignidad",19,"YUNGAY",6,527,1071654,0.259159206236341,"Apruebo Dignidad19",0.0350877192982456,0.00909330548197688,644.539603425724,1.41082183835501e-05
"Apruebo Dignidad",20,"CHIGUAYANTE",8,4373,1071654,17.844499250691,"Apruebo Dignidad20",0.0467836257309941,0.834830374301333,644.539603425724,0.00129523518782122
"Apruebo Dignidad",20,"CONCEPCION",8,10087,1071654,94.9444214270651,"Apruebo Dignidad20",0.0467836257309941,4.44184427728959,644.539603425724,0.00689149937983829
"Apruebo Dignidad",20,"CORONEL",8,8536,1071654,67.991437534876,"Apruebo Dignidad20",0.0467836257309941,3.18088596654391,644.539603425724,0.00493512881076278
"Apruebo Dignidad",20,"FLORIDA",8,376,1071654,0.131923176696956,"Apruebo Dignidad20",0.0467836257309941,0.00617184452383421,644.539603425724,9.57558618745985e-06
"Apruebo Dignidad",20,"HUALPEN",8,3842,1071654,13.7740016833792,"Apruebo Dignidad20",0.0467836257309941,0.644397739573294,644.539603425724,0.000999779898936115
"Apruebo Dignidad",20,"HUALQUI",8,921,1071654,0.791525063126718,"Apruebo Dignidad20",0.0467836257309941,0.0370304123100219,644.539603425724,5.74525011546312e-05
"Apruebo Dignidad",20,"PENCO",8,2535,1071654,5.99654832623216,"Apruebo Dignidad20",0.0467836257309941,0.280540272572265,644.539603425724,0.000435256842374301
"Apruebo Dignidad",20,"SAN PEDRO DE LA PAZ",8,4682,1071654,20.4554119146665,"Apruebo Dignidad20",0.0467836257309941,0.956978335189075,644.539603425724,0.00148474714370186
"Apruebo Dignidad",20,"SANTA JUANA",8,834,1071654,0.649049040081967,"Apruebo Dignidad20",0.0467836257309941,0.0303648673722558,644.539603425724,4.71109412220237e-05
"Apruebo Dignidad",20,"TALCAHUANO",8,6045,1071654,34.0987156302314,"Apruebo Dignidad20",0.0467836257309941,1.59526154995235,644.539603425724,0.00247504038770239
"Apruebo Dignidad",20,"TOME",8,2792,1071654,7.27404927336622,"Apruebo Dignidad20",0.0467836257309941,0.340306398753975,644.539603425724,0.00052798369090937
"Apruebo Dignidad",21,"ALTO BIOBIO",5,37,1071654,0.00127746455479101,"Apruebo Dignidad21",0.0292397660818713,3.73527647599709e-05,644.539603425724,5.79526293829599e-08
"Apruebo Dignidad",21,"ANTUCO",5,234,1071654,0.051094849643635,"Apruebo Dignidad21",0.0292397660818713,0.00149400145156827,644.539603425724,2.31793584696373e-06
"Apruebo Dignidad",21,"ARAUCO",5,2985,1071654,8.31446063748187,"Apruebo Dignidad21",0.0292397660818713,0.243112884136897,644.539603425724,0.000377188434728841
"Apruebo Dignidad",21,"CABRERO",5,1295,1071654,1.56489407961898,"Apruebo Dignidad21",0.0292397660818713,0.0457571368309644,644.539603425724,7.09919709941258e-05
"Apruebo Dignidad",21,"CAÑETE",5,1902,1071654,3.37572014848076,"Apruebo Dignidad21",0.0292397660818713,0.0987052674994374,644.539603425724,0.000153140733284378
"Apruebo Dignidad",21,"CONTULMO",5,377,1071654,0.132625828858941,"Apruebo Dignidad21",0.0292397660818713,0.00387794821224975,644.539603425724,6.01661742992747e-06
"Apruebo Dignidad",21,"CURANILAHUE",5,4154,1071654,16.1019470836669,"Apruebo Dignidad21",0.0292397660818713,0.470817166189091,644.539603425724,0.000730470499697305
"Apruebo Dignidad",21,"LAJA",5,1047,1071654,1.02291317906712,"Apruebo Dignidad21",0.0292397660818713,0.0299097420779861,644.539603425724,4.64048165838313e-05
"Apruebo Dignidad",21,"LEBU",5,2406,1071654,5.40177706610529,"Apruebo Dignidad21",0.0292397660818713,0.157946697839336,644.539603425724,0.000245053518821575
"Apruebo Dignidad",21,"LOS ALAMOS",5,1258,1071654,1.4767490253384,"Apruebo Dignidad21",0.0292397660818713,0.0431797960625264,644.539603425724,6.69932395667016e-05
"Apruebo Dignidad",21,"LOS ANGELES",5,3764,1071654,13.220401360887,"Apruebo Dignidad21",0.0292397660818713,0.38656144330079,644.539603425724,0.000599748163256715
"Apruebo Dignidad",21,"LOTA",5,3828,1071654,13.6738014321787,"Apruebo Dignidad21",0.0292397660818713,0.399818755326862,644.539603425724,0.000620316817154179
"Apruebo Dignidad",21,"MULCHEN",5,941,1071654,0.826275085055438,"Apruebo Dignidad21",0.0292397660818713,0.0241600902062993,644.539603425724,3.74842602035447e-05
"Apruebo Dignidad",21,"NACIMIENTO",5,832,1071654,0.645939827593608,"Apruebo Dignidad21",0.0292397660818713,0.0188871294618014,644.539603425724,2.93032877443316e-05
"Apruebo Dignidad",21,"NEGRETE",5,337,1071654,0.105975436101578,"Apruebo Dignidad21",0.0292397660818713,0.00309869696203443,644.539603425724,4.80761297764308e-06
"Apruebo Dignidad",21,"QUILACO",5,183,1071654,0.0312498250368123,"Apruebo Dignidad21",0.0292397660818713,0.000913737574175797,644.539603425724,1.41765931731625e-06
"Apruebo Dignidad",21,"QUILLECO",5,447,1071654,0.186449171094402,"Apruebo Dignidad21",0.0292397660818713,0.00545173014895912,644.539603425724,8.45833230414889e-06
"Apruebo Dignidad",21,"SAN ROSENDO",5,219,1071654,0.0447541837197454,"Apruebo Dignidad21",0.0292397660818713,0.00130860186315045,644.539603425724,2.03028930448221e-06
"Apruebo Dignidad",21,"SANTA BARBARA",5,375,1071654,0.131222390808974,"Apruebo Dignidad21",0.0292397660818713,0.0038369120119583,644.539603425724,5.95294996857468e-06
"Apruebo Dignidad",21,"TIRUA",5,163,1071654,0.0247925169877591,"Apruebo Dignidad21",0.0292397660818713,0.000724927397302898,644.539603425724,1.12472126375154e-06
"Apruebo Dignidad",21,"TUCAPEL",5,622,1071654,0.361015775614144,"Apruebo Dignidad21",0.0292397660818713,0.0105560168308229,644.539603425724,1.63776077912323e-05
"Apruebo Dignidad",21,"YUMBEL",5,771,1071654,0.554694892194682,"Apruebo Dignidad21",0.0292397660818713,0.0162191488945814,644.539603425724,2.51639291183609e-05
"Apruebo Dignidad",22,"ANGOL",1,676,1071654,0.426421214309843,"Apruebo Dignidad22",0.00584795321637427,0.00249369131175347,644.539603425724,3.86894970999379e-06
"Apruebo Dignidad",22,"COLLIPULLI",1,307,1071654,0.087947229236302,"Apruebo Dignidad22",0.00584795321637427,0.000514311282083638,644.539603425724,7.97951404925433e-07
"Apruebo Dignidad",22,"CURACAUTIN",1,130,1071654,0.0157700153221096,"Apruebo Dignidad22",0.00584795321637427,9.22223118252021e-05,644.539603425724,1.43082459689119e-07
"Apruebo Dignidad",22,"ERCILLA",1,66,1071654,0.00406474477769877,"Apruebo Dignidad22",0.00584795321637427,2.3770437296484e-05,644.539603425724,3.68797156453138e-08
"Apruebo Dignidad",22,"GALVARINO",1,80,1071654,0.00597207680837285,"Apruebo Dignidad22",0.00584795321637427,3.49244257799582e-05,644.539603425724,5.41850734917375e-08
"Apruebo Dignidad",22,"LAUTARO",1,221,1071654,0.0455753442808966,"Apruebo Dignidad22",0.00584795321637427,0.000266522481174834,644.539603425724,4.13508308501555e-07
"Apruebo Dignidad",22,"LONQUIMAY",1,81,1071654,0.00612231186558348,"Apruebo Dignidad22",0.00584795321637427,3.58029933659853e-05,644.539603425724,5.5548166746764e-08
"Apruebo Dignidad",22,"LOS SAUCES",1,78,1071654,0.00567720551595944,"Apruebo Dignidad22",0.00584795321637427,3.32000322570728e-05,644.539603425724,5.1509685488083e-08
"Apruebo Dignidad",22,"LUMACO",1,59,1071654,0.00324824990155405,"Apruebo Dignidad22",0.00584795321637427,1.89956134593804e-05,644.539603425724,2.94716001288654e-08
"Apruebo Dignidad",22,"MELIPEUCO",1,71,1071654,0.00470394362359493,"Apruebo Dignidad22",0.00584795321637427,2.75084422432452e-05,644.539603425724,4.26792117924764e-08
"Apruebo Dignidad",22,"PERQUENCO",1,75,1071654,0.00524889563235895,"Apruebo Dignidad22",0.00584795321637427,3.06952960956664e-05,644.539603425724,4.76235997485974e-08
"Apruebo Dignidad",22,"PUREN",1,66,1071654,0.00406474477769877,"Apruebo Dignidad22",0.00584795321637427,2.3770437296484e-05,644.539603425724,3.68797156453138e-08
"Apruebo Dignidad",22,"RENAICO",1,146,1071654,0.0198907483198868,"Apruebo Dignidad22",0.00584795321637427,0.000116320165613373,644.539603425724,1.80470160398418e-07
"Apruebo Dignidad",22,"TRAIGUEN",1,196,1071654,0.035847391042258,"Apruebo Dignidad22",0.00584795321637427,0.000209633865744199,644.539603425724,3.25245903634154e-07
"Apruebo Dignidad",22,"VICTORIA",1,276,1071654,0.0710826442116579,"Apruebo Dignidad22",0.00584795321637427,0.000415687977845952,644.539603425724,6.44937837235406e-07
"Apruebo Dignidad",22,"VILCUN",1,536,1071654,0.268086527927857,"Apruebo Dignidad22",0.00584795321637427,0.00156775747326232,644.539603425724,2.4323679490441e-06
"Apruebo Dignidad",23,"CARAHUE",5,375,1071654,0.131222390808974,"Apruebo Dignidad23",0.0292397660818713,0.0038369120119583,644.539603425724,5.95294996857468e-06
"Apruebo Dignidad",23,"CHOLCHOL",5,222,1071654,0.0459887239724762,"Apruebo Dignidad23",0.0292397660818713,0.00134469953135895,644.539603425724,2.08629465778656e-06
"Apruebo Dignidad",23,"CUNCO",5,568,1071654,0.301052391910075,"Apruebo Dignidad23",0.0292397660818713,0.00880270151783846,644.539603425724,1.36573477735924e-05
"Apruebo Dignidad",23,"CURARREHUE",5,200,1071654,0.0373254800523303,"Apruebo Dignidad23",0.0292397660818713,0.00109138830562369,644.539603425724,1.6932835466168e-06
"Apruebo Dignidad",23,"FREIRE",5,465,1071654,0.201767548107878,"Apruebo Dignidad23",0.0292397660818713,0.00589963590958708,644.539603425724,9.15325587168042e-06
"Apruebo Dignidad",23,"GORBEA",5,485,1071654,0.219497151132735,"Apruebo Dignidad23",0.0292397660818713,0.00641804535475833,644.539603425724,9.9575655563234e-06
"Apruebo Dignidad",23,"LONCOCHE",5,660,1071654,0.406474477769877,"Apruebo Dignidad23",0.0292397660818713,0.011885218648242,644.539603425724,1.84398578226569e-05
"Apruebo Dignidad",23,"NUEVA IMPERIAL",5,967,1071654,0.872566145416338,"Apruebo Dignidad23",0.0292397660818713,0.0255136299829338,644.539603425724,3.95842704580589e-05
"Apruebo Dignidad",23,"PADRE LAS CASAS",5,2082,1071654,4.04489135485894,"Apruebo Dignidad23",0.0292397660818713,0.118271677042659,644.539603425724,0.000183497920708124
"Apruebo Dignidad",23,"PITRUFQUEN",5,843,1071654,0.663132876842712,"Apruebo Dignidad23",0.0292397660818713,0.0193898502000793,644.539603425724,3.0083256477992e-05
"Apruebo Dignidad",23,"PUCON",5,741,1071654,0.51236779781534,"Apruebo Dignidad23",0.0292397660818713,0.0149815145560041,644.539603425724,2.32437455764974e-05
